state,statenum,year,malesuic,malepop,malesuicrate,femalesuic,femalepop,femalesuicrate,adultsuic,adultpop,adultsuicrate,lfp,unemp,rinc,pctrural,college,mormon,sobapt,catholic,protestant,blackper,unins,beercons,pctfemale
AL,2,1990,221,976888,22.62286,64,1052921,6.0783286,285,2029809,14.04073,51.299999,6.8000002,121.08646,39.599998,15.6,.426,32.439999,3.4000001,34.299999,25.27949,17.4,19.4,53.728271
AL,2,1991,266,991006,26.841412,63,1067333,5.9025626,329,2058339,15.983762,52,7.1999998,121.1674,40.099998,15.4,.42899999,32.290001,3.4000001,32.41,25.291431,17.9,19.4,53.705425
AL,2,1992,247,1006877,24.531298,64,1082467,5.9124203,311,2089344,14.885055,53.599998,7.3000002,124.01996,40.5,15,.43200001,32.150002,3.4000001,30.620001,25.368631,16.599998,19.4,53.663761
AL,2,1993,269,1024194,26.264555,73,1100028,6.6361947,342,2124222,16.100012,53.799999,7.5,123.88235,41,14.6,.435,32,3.4000001,28.93,25.437531,17.200001,20.1,53.624611
AL,2,1994,252,1039067,24.252527,80,1116253,7.1668339,332,2155320,15.403745,54.799999,6,126.44399,41.5,15.2,.43900001,31.860001,3.4000001,27.33,25.56007,19.200001,20.1,53.6008
AL,2,1995,281,1049886,26.764811,63,1128208,5.5840769,344,2178094,15.793625,55.299999,6.3000002,128.12993,42,17.299999,.442,31.709999,3.3900001,25.82,25.62108,13.500001,20.4,53.579926
AL,2,1996,265,1066164,24.855463,76,1146033,6.6315718,341,2212197,15.41454,56.299999,5.0999999,128.34927,42.5,18,.44499999,31.57,3.3900001,24.389999,25.571711,12.9,20.299999,53.552773
AL,2,1997,263,1077926,24.398706,77,1159059,6.6433201,340,2236985,15.199029,58.099998,5.0999999,130.21184,43,19.299999,.44800001,31.43,3.3900001,23.049999,25.65797,15.5,21,53.530537
AL,2,1998,306,1094056,27.969318,84,1176916,7.1372976,390,2270972,17.173264,56.900002,4.1999998,134.38037,43.5,20.6,.45199999,31.290001,3.3900001,21.77,25.686689,17,20.6,53.479439
AL,2,1999,294,1105683,26.589899,66,1190516,5.5438147,360,2296199,15.678083,56.700001,4.8000002,136.21849,44,21.799999,.45500001,31.139999,3.3900001,20.57,26.064074,13.2,21,53.442924
AL,2,2000,316,1111716,28.424526,81,1196210,6.7713861,397,2307926,17.201591,56.900002,4.5999999,136.59117,44.5,20.4,.458,31,3.3800001,19.43,26,13.500001,20.700001,53.419556
AK,1,1990,38,158321,24.001869,2,138844,1.4404656,40,297165,13.460535,65.400002,6.9000001,173.772,32.5,23,2.8469999,5.1900001,8.1700001,15.8,4.1571403,15.4,26.700001,47.154964
AK,1,1991,40,163547,24.457802,7,143159,4.889668,47,306706,15.324121,64.699997,8.5,170.52864,32.700001,24.5,2.865,5.0100002,8.2200003,16.01,4.0713201,13.2,26.200001,47.135319
AK,1,1992,43,170148,25.272116,13,147926,8.7881775,56,318074,17.605967,65.699997,9.1000004,169.96436,32.799999,23.799999,2.8829999,4.8400002,8.2700005,16.23,4.1813998,16.1,25.9,46.986954
AK,1,1993,43,172483,24.929993,16,149507,10.70184,59,321990,18.323551,66.099998,7.5999999,170.73357,33,23.1,2.901,4.6700001,8.3100004,16.450001,4.3584204,13.3,26.6,46.926495
AK,1,1994,66,172840,38.185604,12,149867,8.0070992,78,322707,24.170532,67.5,7.8000002,169.64238,33.200001,24.799999,2.9189999,4.5100002,8.3599997,16.68,4.1556501,13.3,25.299999,46.955429
AK,1,1995,63,172491,36.523643,12,150319,7.9830227,75,322810,23.23348,66.400002,7.3000002,168.41864,33.400002,25.200001,2.937,4.3600001,8.4099998,16.9,3.90734,12.5,25.4,47.076904
AK,1,1996,65,172523,37.676136,17,150092,11.326386,82,322615,25.417294,68.199997,7.8000002,165.07967,33.5,27.200001,2.9560001,4.21,8.46,17.129999,3.7718301,13.500001,23.299999,47.064861
AK,1,1997,72,171502,41.982018,26,149062,17.442406,98,320564,30.571119,67.900002,7.9000001,167.58879,33.700001,27.5,2.974,4.0599999,8.5100002,17.370001,3.8251097,18.099998,24.799999,47.06406
AK,1,1998,60,171048,35.077873,17,148152,11.474702,77,319200,24.122807,67.800003,5.8000002,169.60123,33.900002,24.200001,2.993,3.9200001,8.5600004,17.6,3.8306301,17.299999,24.5,47.005386
AK,1,1999,51,170002,29.999647,12,147000,8.1632652,63,317002,19.873692,66.599998,6.4000001,168.03122,34.099998,25.5,3.0120001,3.79,8.6099997,17.84,3.8709679,18.299999,22.4,46.986797
AK,1,2000,69,171767,40.170696,13,148364,8.7622337,82,320131,25.614513,67.800003,6.5999999,172.13705,34.299999,28.1,3.03,3.6600001,8.6599998,18.09,3.5,19.300001,23.5,46.942787
AZ,4,1990,337,892251,37.769642,79,908500,8.695652,416,1800751,23.101473,56.799999,5.3000002,131.49962,12.5,20.299999,5.4219999,4.4200001,17.799999,13.2,3.1455402,15.5,29.799999,51.786144
AZ,4,1991,316,914377,34.559048,77,930980,8.270854,393,1845357,21.296692,55.5,5.6999998,128.05434,12.4,22.5,5.3649998,4.21,17.9,12.99,3.2068,16.9,29.4,51.794052
AZ,4,1992,322,942130,34.177872,85,959118,8.8623085,407,1901248,21.406992,55.099998,7.4000001,127.63364,12.3,22.4,5.309,4,18.01,12.78,3.23458,14.900001,29,51.797493
AZ,4,1993,346,971480,35.615761,92,989409,9.29848,438,1960889,22.336807,53.299999,6.1999998,127.50173,12.3,22.4,5.2529998,3.8099999,18.110001,12.58,3.2447498,20.200001,28.6,51.790367
AZ,4,1994,375,1019319,36.789268,97,1038010,9.3448038,472,2057329,22.942368,57.299999,6.4000001,130.36438,12.2,19.9,5.198,3.6199999,18.219999,12.38,3.3062398,20.200001,28,51.744579
AZ,4,1995,393,1058858,37.115459,124,1078689,11.495436,517,2137547,24.186604,59.599998,5.0999999,131.56168,12.1,19.1,5.1430001,3.4400001,18.33,12.19,3.35198,20.4,28.200001,51.711948
AZ,4,1996,366,1090020,33.577366,92,1111144,8.2797546,458,2201164,20.807173,58.200001,5.5,133.09752,12,20.4,5.0890002,3.28,18.440001,11.99,3.3992801,24.1,28.6,51.681282
AZ,4,1997,379,1125059,33.687122,88,1147655,7.6678095,467,2272714,20.54812,55.299999,4.5999999,136.39876,12,19.5,5.0349998,3.1199999,18.540001,11.8,3.4319799,24.5,27.700001,51.649403
AZ,4,1998,399,1144718,34.855747,125,1169183,10.691226,524,2313901,22.645741,56.5,4.0999999,141.82822,11.9,21.9,4.9819999,2.96,18.65,11.62,3.4645901,24.200001,27.4,51.644176
AZ,4,1999,396,1164777,33.997925,122,1190680,10.246245,518,2355457,21.991486,58.400002,4.4000001,142.58704,11.8,24.200001,4.9299998,2.8199999,18.76,11.43,3.6835496,20,27.5,51.631252
AZ,4,2000,371,1186691,31.263403,116,1211894,9.5717945,487,2398585,20.303637,56.599998,3.9000001,145.11034,11.8,24.6,4.8779998,2.6800001,18.870001,11.25,3.0999999,16.1,26.9,51.60907
AR,3,1990,137,554205,24.720095,36,591402,6.0872302,173,1145607,15.101165,55.400002,6.9000001,110.90283,46.5,13.4,.44299999,26.200001,3.0999999,30.610001,15.94313,17.4,19,53.390606
AR,3,1991,143,558870,25.587345,36,595490,6.0454416,179,1154360,15.506428,53.700001,7.3000002,111.41703,46.599998,13.7,.454,26.059999,3.2,30.24,15.909261,15.700001,18.9,53.352253
AR,3,1992,137,563202,24.325197,32,600283,5.3308191,169,1163485,14.525327,55.5,7.1999998,116.00855,46.700001,14.7,.46399999,25.93,3.3099999,29.870001,15.90308,19.799999,19,53.349316
AR,3,1993,161,572721,28.11142,36,610797,5.8939385,197,1183518,16.64529,55.400002,6.1999998,116.04845,46.799999,15.8,.47499999,25.790001,3.4200001,29.51,15.875549,19.699999,19.9,53.328533
AR,3,1994,160,580737,27.551197,55,619371,8.8799763,215,1200108,17.915054,57.299999,5.3000002,117.68556,46.900002,12.4,.486,25.65,3.54,29.15,15.765931,17.4,19.9,53.31213
AR,3,1995,177,588348,30.084236,40,627465,6.3748574,217,1215813,17.848139,58.400002,4.9000001,119.03543,47,14.2,.49700001,25.51,3.6600001,28.790001,15.693649,17.9,20,53.292919
AR,3,1996,160,597246,26.789631,44,636780,6.9097648,204,1234026,16.531256,58.400002,5.4000001,120.67559,47.099998,14.6,.50800002,25.379999,3.79,28.440001,15.678281,21.699999,19.700001,53.250683
AR,3,1997,195,606164,32.169514,49,646248,7.5822287,244,1252412,19.482407,56.900002,5.3000002,122.29283,47.200001,14.6,.51999998,25.24,3.9200001,28.1,15.61062,24.4,19.700001,53.217663
AR,3,1998,186,612152,30.384611,44,652638,6.741869,230,1264790,18.184837,56.900002,5.5,125.63804,47.299999,16.200001,.53200001,25.110001,4.0500002,27.76,15.55428,18.700001,19.4,53.190292
AR,3,1999,158,618692,25.537746,45,659642,6.8218822,203,1278334,15.880044,56.400002,4.5,126.69268,47.400002,17.299999,.54400003,24.98,4.1900001,27.42,16.11133,14.5,20.1,53.162212
AR,3,2000,161,633362,25.419903,52,674488,7.7095513,213,1307850,16.286272,56.099998,4.4000001,127.72939,47.5,18.4,.55699998,24.84,4.3299999,27.09,15.700001,13.9,19.799999,53.040249
CA,5,1990,1778,7768601,22.887003,561,7646922,7.3362851,2339,15415523,15.173018,56.700001,5.5999999,167.42157,7.4000001,23.4,1.7819999,1.6799999,23.84,11.59,7.7353702,19.1,24.1,51.13855
CA,5,1991,1829,7899154,23.154379,550,7770716,7.0778546,2379,15669870,15.182002,56,7.5,161.40234,7.1999998,24.200001,1.758,1.65,24.360001,11.36,7.7350998,18.700001,23.6,51.129169
CA,5,1992,1807,8048662,22.450937,583,7918376,7.3626208,2390,15967038,14.968337,56,9.1000004,161.43977,7,24.6,1.734,1.62,24.9,11.14,7.70189,19.300001,23.700001,51.117237
CA,5,1993,1916,8113031,23.616327,559,7989567,6.9966245,2475,16102598,15.370191,55.799999,9.1999998,158.01384,6.8000002,25,1.711,1.59,25.450001,10.93,7.6633902,19.699999,23.799999,51.127945
CA,5,1994,1869,8142863,22.952616,531,8033939,6.6094604,2400,16176802,14.83606,56.900002,8.6000004,157.54385,6.5999999,24.700001,1.688,1.5599999,26.01,10.72,7.6119604,21.1,22.299999,51.148067
CA,5,1995,1919,8174548,23.475304,509,8074779,6.3035779,2428,16249327,14.942158,56.5,7.8000002,159.70473,6.4000001,24.200001,1.666,1.53,26.58,10.51,7.5740204,20.6,21.299999,51.15292
CA,5,1996,1753,8235947,21.28474,531,8146188,6.5183864,2284,16382135,13.942017,56.400002,7.1999998,161.71446,6.1999998,26.799999,1.6440001,1.5,27.17,10.3,7.5413799,20.1,20.799999,51.162159
CA,5,1997,1724,8377982,20.577747,548,8299827,6.6025472,2272,16677809,13.622892,57.599998,6.3000002,165.23987,6,27.5,1.622,1.47,27.77,10.11,7.4993901,21.5,20.299999,51.161545
CA,5,1998,1712,8526113,20.079491,553,8457669,6.5384445,2265,16983782,13.336252,58.099998,5.9000001,173.25154,5.9000001,26.4,1.6,1.4400001,28.379999,9.9099998,7.4533,22.1,19.700001,51.120049
CA,5,1999,1594,8657756,18.411238,482,8597726,5.6061335,2076,17255482,12.030959,58.099998,5.1999998,178.70348,5.6999998,27.1,1.579,1.41,29.01,9.7200003,7.5033941,19,19.1,51.075863
CA,5,2000,1506,8779821,17.152969,453,8712606,5.1993628,1959,17492428,11.199132,59.099998,4.9000001,186.69571,5.5,27.5,1.558,1.39,29.639999,9.5299997,6.7000003,18.099998,19.5,51.144554
CO,6,1990,283,874650,32.355801,82,881757,9.299614,365,1756407,20.781061,64.400002,4.9000001,150.57384,17.6,27,2.1259999,2.47,14.6,18.379999,4.1374602,14.7,24.799999,51.56514
CO,6,1991,292,895943,32.591358,86,902240,9.5318317,378,1798183,21.021219,63.299999,5,149.55212,17.4,32.200001,2.1270001,2.4100001,14.86,18.08,4.18612,10.1,24.200001,51.535332
CO,6,1992,303,922702,32.838337,98,927722,10.563509,401,1850424,21.67071,62.599998,5.9000001,151.29723,17.1,31.200001,2.128,2.3599999,15.12,17.790001,4.2041001,12.4,23.9,51.489162
CO,6,1993,306,954178,32.069489,98,959802,10.21044,404,1913980,21.107849,63.799999,5.1999998,153.60553,16.9,30.200001,2.1289999,2.3099999,15.39,17.5,4.2175503,12.6,24.200001,51.469757
CO,6,1994,321,984539,32.604092,101,991305,10.18859,422,1975844,21.357962,65.699997,4.1999998,155.5668,16.700001,28.5,2.1300001,2.25,15.66,17.219999,4.2072201,12.4,23.5,51.453133
CO,6,1995,355,1011530,35.095352,88,1019232,8.6339521,443,2030762,21.814472,67.199997,4.1999998,159.37665,16.5,33.299999,2.131,2.2,15.94,16.940001,4.1762004,14.8,23.700001,51.427769
CO,6,1996,379,1033242,36.68066,83,1042591,7.9609356,462,2075833,22.256126,65.699997,4.1999998,162.61313,16.299999,30.4,2.132,2.1500001,16.219999,16.66,4.16466,16.599998,23.5,51.430565
CO,6,1997,333,1051987,31.654383,93,1062368,8.7540283,426,2114355,20.147989,66.800003,3.3,168.64174,16,28.9,2.1329999,2.1099999,16.51,16.389999,4.15732,15.099999,25,51.418877
CO,6,1998,315,1067580,29.505985,86,1078135,7.9767375,401,2145715,18.68841,68.099998,3.8,176.46626,15.8,34,2.1340001,2.0599999,16.799999,16.120001,4.1788101,15.099999,24.299999,51.392891
CO,6,1999,311,1089164,28.55401,85,1100983,7.7203736,396,2190147,18.080978,66.900002,2.9000001,181.30852,15.6,38.700001,2.135,2.01,17.1,15.86,4.3392506,15.2,24.799999,51.380451
CO,6,2000,345,1109332,31.099796,84,1119807,7.5012927,429,2229139,19.245098,65.5,2.7,188.35075,15.4,34.599998,2.135,1.97,17.41,15.6,3.8,13.3,24,51.312332
CT,7,1990,146,856910,17.037962,43,889713,4.8330193,189,1746623,10.820881,62.400002,5.0999999,204.37643,20.9,27.200001,.245,.27000001,41.759998,16.290001,8.5924702,6.8999996,21.1,52.870255
CT,7,1991,173,858191,20.158682,41,890479,4.6042638,214,1748670,12.237872,63.799999,6.6999998,196.38033,19.799999,28.4,.249,.25999999,41.610001,15.92,8.7071304,7.5000005,20.700001,52.857296
CT,7,1992,146,854261,17.090796,38,886610,4.2859883,184,1740871,10.569422,63.799999,7.5,202.50891,18.799999,28.4,.252,.25,41.450001,15.55,8.7409496,8.1000004,19.799999,52.866058
CT,7,1993,161,852280,18.890505,44,884314,4.9756083,205,1736594,11.804717,62.5,6.1999998,202.5744,17.799999,28.4,.25600001,.23,41.299999,15.19,8.82446,10,19.799999,52.85054
CT,7,1994,159,852022,18.661489,50,884030,5.6559167,209,1736052,12.03881,61.200001,5.5999999,203.04993,16.9,27,.259,.22,41.150002,14.84,8.8415298,10.400001,18.700001,52.834709
CT,7,1995,170,852710,19.936438,44,884765,4.9730721,214,1737475,12.316724,60.700001,5.5,205.91208,16,32.700001,.26300001,.20999999,41,14.5,8.8600893,8.8000002,18.299999,52.802719
CT,7,1996,161,857063,18.785084,38,889161,4.2736917,199,1746224,11.396018,62.5,5.6999998,208.87827,15.2,32.299999,.266,.2,40.849998,14.17,8.8936205,11,17.9,52.775513
CT,7,1997,147,859556,17.101852,36,891971,4.0360055,183,1751527,10.448027,63.200001,5.0999999,216.56697,14.4,30,.27000001,.19,40.700001,13.84,8.9414797,12,17.9,52.74408
CT,7,1998,139,853221,16.291206,35,886230,3.9493134,174,1739451,10.003156,61.5,3.4000001,227.65645,13.7,31.4,.27399999,.18000001,40.549999,13.53,9.0384398,12.6,17.6,52.76252
CT,7,1999,148,848070,17.451389,42,881411,4.7650867,190,1729481,10.985954,61.700001,3.2,230.7383,12.9,33.5,.27700001,.17,40.400002,13.22,9.4149914,9,17.200001,52.770924
CT,7,2000,178,861223,20.668282,48,894050,5.3688273,226,1755273,12.87549,62.900002,2.3,236.36469,12.3,31.6,.28099999,.17,40.25,12.91,9.0999994,7.9000006,17.5,52.629749
DE,9,1990,42,169441,24.78739,10,177100,5.6465273,52,346541,15.00544,62.099998,5.0999999,165.41699,27,21.4,.41600001,.86000001,17.379999,25.469999,17.060431,13.9,25.9,52.670361
DE,9,1991,47,173457,27.096052,15,181011,8.2867889,62,354468,17.491001,60.799999,6.1999998,163.41409,26.200001,19.299999,.40900001,.86000001,17.559999,24.540001,17.288839,13.2,25.700001,52.604961
DE,9,1992,45,176708,25.46574,16,184177,8.687295,61,360885,16.902891,62.5,5.3000002,163.47826,25.4,20.700001,.40200001,.85000002,17.74,23.65,17.478401,10.9,24.9,52.544857
DE,9,1993,53,180060,29.434633,14,187660,7.4603004,67,367720,18.220385,62.799999,5.3000002,163.25259,24.6,22.1,.39500001,.83999997,17.93,22.790001,17.685341,13.400001,25.799999,52.518738
DE,9,1994,39,183319,21.274391,11,190848,5.7637491,50,374167,13.363017,63.299999,4.9000001,163.41431,23.9,21.9,.389,.83999997,18.120001,21.959999,17.91254,13.500001,24.9,52.464493
DE,9,1995,41,187987,21.810019,13,195798,6.6394958,54,383785,14.070378,62.900002,4.3000002,163.9895,23.200001,22.9,.382,.82999998,18.309999,21.16,18.17812,15.700001,25.200001,52.42828
DE,9,1996,53,191588,27.663528,13,199798,6.5065718,66,391386,16.863148,63.700001,5.1999998,166.60294,22.5,27.4,.37599999,.82999998,18.51,20.389999,18.40905,13.400001,26.200001,52.425964
DE,9,1997,51,194021,26.285814,9,202484,4.4447956,60,396505,15.132217,62.799999,4,167.0218,21.799999,26.799999,.36899999,.81999999,18.700001,19.65,18.712231,13.099999,25.799999,52.404152
DE,9,1998,42,195776,21.453089,8,204437,3.9131861,50,400213,12.493347,62.299999,3.8,175.84048,21.200001,25.1,.36300001,.81,18.9,18.940001,18.923769,14.7,23.700001,52.428661
DE,9,1999,55,197502,27.847818,10,206196,4.8497548,65,403698,16.101145,61.5,3.5,175.31212,20.5,24,.35699999,.81,19.1,18.25,19.761272,9.8999996,24.6,52.43298
DE,9,2000,48,199814,24.022341,16,208427,7.6765485,64,408241,15.677014,63.799999,4,180.09291,19.9,24,.35100001,.80000001,19.299999,17.59,19.200001,10.400001,24.799999,52.320122
DC,8,1990,22,157587,13.960543,4,174095,2.2975962,26,331682,7.8388338,63.099998,6.5999999,203.22112,0,33.299999,.056000002,2.9100001,12.81,41.720001,,,,
DC,8,1991,20,154948,12.907557,6,170465,3.5197842,26,325413,7.9898467,62.200001,7.6999998,203.45815,0,34.400002,.059,3.1700001,13.85,39.330002,,,,
DC,8,1992,18,153793,11.704043,2,168547,1.1866126,20,322340,6.2046285,62.200001,8.3999996,209.13043,0,36,.063000001,3.45,14.98,37.07,,,,
DC,8,1993,27,152522,17.702364,4,167777,2.3841171,31,320299,9.6784563,61.799999,8.5,212.16609,0,37.599998,.068000004,3.75,16.200001,34.939999,,,,
DC,8,1994,16,150346,10.642118,2,165330,1.2097018,18,315676,5.7020488,60.799999,8.1999998,211.8421,0,36,.071999997,4.0799999,17.52,32.939999,,,,
DC,8,1995,24,147626,16.257299,3,162253,1.8489642,27,309879,8.7130785,61.400002,8.8999996,205.90552,0,38.200001,.077,4.4499998,18.950001,31.049999,,,,
DC,8,1996,18,146418,12.293571,5,161728,3.0916107,23,308146,7.4639945,60.099998,8.5,206.19502,0,34,.082000002,4.8400002,20.49,29.27,,,,
DC,8,1997,15,145476,10.310979,8,160302,4.9905801,23,305778,7.5217967,57.799999,7.9000001,209.99377,0,33.700001,.088,5.27,22.16,27.59,,,,
DC,8,1998,21,145557,14.427338,9,160327,5.6135273,30,305884,9.8076391,61.200001,8.8000002,219.85277,0,36.5,.093999997,5.7399998,23.959999,26.01,,,,
DC,8,1999,18,145475,12.37326,2,160462,1.2464011,20,305937,6.5372934,64.300003,6.3000002,217.57503,0,42.099998,.1,6.25,25.92,24.52,,,,
DC,8,2000,10,143398,6.973598,3,157777,1.9014179,13,301175,4.3164272,64.699997,5.8000002,225.54007,0,38.299999,.107,6.8000002,28.030001,23.110001,,,,
FL,10,1990,999,3144782,31.766909,268,3300082,8.1210108,1267,6444864,19.659065,55.299999,5.9000001,151.7368,15.2,18.299999,.45899999,8.96,12.26,17.450001,13.773081,18,29.6,52.873699
FL,10,1991,986,3228980,30.535959,271,3384671,8.0066862,1257,6613651,19.006144,54.700001,7.3000002,147.34215,14.7,19.5,.46000001,8.8599997,12.61,16.82,13.87925,18.6,28.299999,52.842384
FL,10,1992,960,3284705,29.226368,286,3437629,8.3196878,1246,6722334,18.535229,54.900002,8.1999998,145.69495,14.2,19.6,.46200001,8.7700005,12.96,16.209999,14.00321,19.5,28.200001,52.800583
FL,10,1993,962,3316583,29.005756,309,3475524,8.8907461,1271,6792107,18.712896,54.400002,7,147.54326,13.7,19.799999,.463,8.6800003,13.33,15.62,14.1211,19.6,28,52.819489
FL,10,1994,1002,3372307,29.712597,279,3537359,7.8872399,1281,6909666,18.539246,55.400002,6.5999999,147.80702,13.2,21,.46399999,8.5799999,13.7,15.06,14.24215,17.200001,27,52.811401
FL,10,1995,1030,3431521,30.015844,286,3603520,7.9366841,1316,7035041,18.706358,54.5,5.5,150.53806,12.7,22.1,.465,8.4899998,14.08,14.52,14.34283,18.299999,26.700001,52.794807
FL,10,1996,1059,3497661,30.277376,291,3671582,7.9257388,1350,7169243,18.830441,54.799999,5.0999999,152.38368,12.3,20.4,.46599999,8.3999996,14.48,13.99,14.44063,18.9,26.1,52.744259
FL,10,1997,1031,3568390,28.892582,299,3746727,7.9802985,1330,7315117,18.181528,55.400002,4.8000002,154.94704,11.8,21.700001,.46700001,8.3100004,14.88,13.48,14.54493,19.6,25.799999,52.702652
FL,10,1998,1034,3630421,28.481544,352,3816553,9.2229824,1386,7446974,18.611586,55.099998,4.3000002,160.49693,11.4,22.5,.46900001,8.2200003,15.3,13,14.65864,17.5,25.4,52.695793
FL,10,1999,993,3684292,26.952261,318,3879268,8.197423,1311,7563560,17.333107,55.400002,3.9000001,159.62184,11,21.6,.47,8.1400003,15.73,12.53,15.439084,18,25.299999,52.697365
FL,10,2000,1029,3751837,27.426565,317,3950540,8.0242195,1346,7702377,17.475124,55.700001,3.5999999,161.23112,10.6,22.799999,.47099999,8.0500002,16.17,12.07,14.599999,17.299999,25.200001,52.658798
GA,11,1990,466,1639012,28.431763,123,1725829,7.1270099,589,3364841,17.504541,59.599998,5.4000001,135.59296,36.799999,19.299999,.5,24.299999,3.23,28.1,27.072611,15.299999,22.299999,52.990826
GA,11,1991,491,1682219,29.187639,98,1769692,5.5376868,589,3451911,17.063013,57.599998,5,133.63435,35.799999,20.9,.50400001,23.940001,3.3399999,26.700001,27.19726,14.1,21.700001,52.95443
GA,11,1992,421,1726262,24.387955,87,1813718,4.7967768,508,3539980,14.350364,58.099998,6.9000001,136.63579,34.900002,21,.50700003,23.58,3.46,25.370001,27.266239,19,21.5,52.903461
GA,11,1993,443,1764106,25.11187,99,1854573,5.3381562,542,3618679,14.977841,59.799999,5.8000002,137.61938,34,21.1,.50999999,23.219999,3.5799999,24.1,27.386362,18.4,22.299999,52.886593
GA,11,1994,422,1814857,23.252522,110,1906993,5.7682433,532,3721850,14.293966,60,5.1999998,140.62753,33.099998,24.5,.51300001,22.870001,3.7,22.9,27.485189,16.200001,21.200001,52.844357
GA,11,1995,432,1860773,23.216158,102,1956072,5.2145319,534,3816845,13.990613,59.200001,4.9000001,143.08398,32.200001,22.700001,.51700002,22.530001,3.8299999,21.76,27.526621,17.9,21.6,52.808006
GA,11,1996,474,1908453,24.83687,107,2007353,5.3304029,581,3915806,14.837303,60.200001,4.5999999,146.94072,31.4,22.4,.51999998,22.190001,3.96,20.67,27.603371,17.800001,21.700001,52.778088
GA,11,1997,493,1956868,25.193319,137,2058492,6.6553574,630,4015360,15.689752,61.599998,4.5,148.9782,30.5,22.299999,.523,21.860001,4.0999999,19.639999,27.68712,17.6,21.6,52.736794
GA,11,1998,443,1999184,22.15904,131,2103877,6.2265997,574,4103061,13.989555,63.099998,4.1999998,156.11656,29.700001,20.700001,.52700001,21.530001,4.25,18.67,27.767771,17.5,21.5,52.701145
GA,11,1999,465,2043829,22.751413,119,2152465,5.5285454,584,4196294,13.917042,63.099998,4,159.05762,29,21.5,.52999997,21.209999,4.3899999,17.73,28.710836,15.000001,22,52.671669
GA,11,2000,438,2081889,21.038586,130,2188331,5.9406004,568,4270220,13.301422,63.299999,3.7,161.40535,28.200001,23.1,.53399998,20.889999,4.5500002,16.85,28.700001,14.599999,21.6,52.577835
HI,12,1990,64,295038,21.692122,14,290663,4.8165746,78,585701,13.317375,61.400002,2.8,171.19357,11,22.9,3.4400001,1.83,20.91,8.9099998,2.5065999,7.2999997,27.6,50.138027
HI,12,1991,57,300394,18.975079,14,295559,4.7367868,71,595953,11.913692,62.599998,2.8,169.20705,10.7,27,3.4489999,1.8200001,20.799999,9.0500002,2.62253,7,28.5,50.175278
HI,12,1992,59,305014,19.343374,20,299445,6.6790228,79,604459,13.069538,62.799999,4.5,171.38275,10.4,26,3.457,1.8099999,20.690001,9.1899996,2.84602,6,27.1,50.197746
HI,12,1993,72,305618,23.558823,10,300924,3.3230982,82,606542,13.519261,62.700001,4.1999998,171.51556,10.2,25.1,3.4660001,1.79,20.59,9.3400002,2.8476801,11.1,29.299999,50.309944
HI,12,1994,75,307433,24.395559,17,302256,5.6243715,92,609689,15.089661,62.400002,6.0999999,168.98785,9.8999996,24.299999,3.4749999,1.78,20.48,9.4899998,2.92115,9.1999998,27.799999,50.343483
HI,12,1995,70,307426,22.769707,21,302881,6.9334159,91,610307,14.910528,61.200001,5.9000001,165.57742,9.6000004,22.6,3.483,1.77,20.379999,9.6400003,2.9416499,8.9000006,27.4,50.453735
HI,12,1996,69,306965,22.478132,18,303418,5.9324102,87,610383,14.253345,61.900002,6.4000001,160.92415,9.3999996,23.9,3.4920001,1.76,20.27,9.79,2.9279799,8.6000004,26.299999,50.592762
HI,12,1997,89,307689,28.92531,22,305913,7.191587,111,613602,18.089901,63.400002,6.4000001,160.5296,9.1000004,22.5,3.5009999,1.75,20.17,9.9499998,2.89767,7.5000005,25.5,50.780075
HI,12,1998,58,308971,18.771988,21,307105,6.8380523,79,616076,12.823093,63.200001,6.1999998,160.74232,8.8999996,24,3.5090001,1.74,20.07,10.11,2.87111,10,24.4,50.860859
HI,12,1999,84,307228,27.341257,17,307307,5.5319276,101,614535,16.43519,63.599998,5.5999999,160.86435,8.6999998,26.200001,3.5179999,1.73,19.969999,10.27,2.8691983,10.3,25.4,51.074028
HI,12,2000,77,305497,25.20483,20,305707,6.542212,97,611204,15.870315,62.599998,4.3000002,161.73636,8.3999996,26.299999,3.527,1.72,19.860001,10.43,1.8,10.1,24.799999,51.079102
ID,14,1990,81,239390,33.835999,15,239001,6.2761245,96,478391,20.067266,58.099998,5.8000002,121.33129,42.599998,17.700001,26.478001,1.5599999,7.3000002,14.7,.34984002,15.2,22,51.279926
ID,14,1991,66,247969,26.61623,16,247590,6.4622965,82,495559,16.54697,57.799999,6.0999999,118.63436,41.599998,18.4,26.216,1.52,7.54,14.5,.39466,17.800001,21.1,51.254696
ID,14,1992,81,254699,31.802244,17,253813,6.6978445,98,508512,19.271915,59.299999,6.5,122.25945,40.599998,18.700001,25.955999,1.48,7.7800002,14.3,.43068001,16.300001,21.6,51.183041
ID,14,1993,93,263744,35.261467,22,262452,8.3824854,115,526196,21.854975,59.400002,6.0999999,125.48789,39.599998,19.1,25.698999,1.4400001,8.04,14.11,.48405001,14.8,22.9,51.13485
ID,14,1994,94,272102,34.545868,27,270931,9.9656372,121,543033,22.282255,63.299999,5.5999999,126.09312,38.700001,21.799999,25.445,1.4,8.3000002,13.92,.50265998,14,22.200001,51.120724
ID,14,1995,87,280718,30.991957,22,279607,7.8681865,109,560325,19.452995,62.099998,5.4000001,127.46063,37.799999,22.1,25.193001,1.36,8.5699997,13.73,.53904003,14,22.6,51.082642
